topic_id	topic_title	basesubtopic_title	basesubtopic_id
17583	Absolute Value Functions (linear)	Identify and graph single transformations of abs value functions  -mixed set 5789, 5790, 5791, 5793	5794
17583	Absolute Value Functions (linear)	Identify and graph multiple transformations of absolute value functions (up to a|x - h| + k)	5795
17583	Absolute Value Functions (linear)	Identify and graph multiple transformations of absolute value functions (incl bx in a(bx-h)|k))	1930
17583	Absolute Value Functions (linear)	Identify and graph multiple transformations of absolute value functions - mixed set 5795, 1930	5796
17583	Absolute Value Functions (linear)	Graph absolute value functions (a|x - h| + k)	5797
17583	Absolute Value Functions (linear)	Graph absolute value functions (a|bx - h| + k)	567
17583	Absolute Value Functions (linear)	Graph absolute value functions - mixed set of 5797, 567	5798
17583	Absolute Value Functions (linear)	State domain and range of absolute value functions (a|x - h| + k)	5799
17583	Absolute Value Functions (linear)	State domain and range of absolute value functions (a|bx - h| + k)	1931
17583	Absolute Value Functions (linear)	State domain and range of absolute value functions - mixed set 5799, 1931	5800
17583	Absolute Value Functions (linear)	Find and use the equation of an absolute value function (a|x - h| + k)	5801
17583	Absolute Value Functions (linear)	Find and use the equation of an absolute value function (a|bx - h| + k)	5802
17583	Absolute Value Functions (linear)	Find and use the equation of an absolute value function - mixed set 5801, 5802	5803
17583	Absolute Value Functions (linear)	Solve 2-variable linear absolute value functions	3558
17583	Absolute Value Functions (linear)	Compare y=|f(x)| and y=f(|x|) for linear functions	3602
17583	Absolute Value Functions (linear)	Graph 2-variable linear absolute value inequalities	5804
17583	Absolute Value Functions (linear)	Solve 2-variable linear absolute value inequalities	3556
17964	Absolute Value Functions (non-linear)	Identify and describe characteristics of non-linear absolute value functions	3594
17964	Absolute Value Functions (non-linear)	Graph non-linear absolute value functions (no transformations)	5806
17964	Absolute Value Functions (non-linear)	Identify and describe single transformations of non-linear absolute value functions	5807
17964	Absolute Value Functions (non-linear)	Identify and describe multiple transformations of non-linear absolute value functions	3596
17964	Absolute Value Functions (non-linear)	Graph non-linear absolute value functions that involve transformations	3598
17964	Absolute Value Functions (non-linear)	State domain and range of non-linear absolute value functions	3595
17964	Absolute Value Functions (non-linear)	Find and use the equation of a non-linear absolute value function	3601
17964	Absolute Value Functions (non-linear)	Solve non-linear absolute value functions	3557
17964	Absolute Value Functions (non-linear)	Comparing y=|f(x)| and y=f(|x|) for non-linear functions	3603
17964	Absolute Value Functions (non-linear)	Further non-linear absolute value functions	3604
17964	Absolute Value Functions (non-linear)	Graph non-linear absolute value inequalities	5808
17964	Absolute Value Functions (non-linear)	Solve non-linear inequalities involving absolute value functions	3555
11197	Exponentials (equations and inequalities)	Evaluate exponential expressions using a calculator a^x	5085
11197	Exponentials (equations and inequalities)	Solve one step exponential equations by equating parts	5086
11197	Exponentials (equations and inequalities)	Solve two step exponential equations by equating parts	5087
11197	Exponentials (equations and inequalities)	Solve multi-step exponential equations by equating parts, manipulations on both sides	5088
11197	Exponentials (equations and inequalities)	Solve multi-step exponential equations by equating parts, with algebraic expression in index	5314
11197	Exponentials (equations and inequalities)	Solve exponential equations by equating parts - mixed set 5086, 5087, 5088, 5314	2122
11197	Exponentials (equations and inequalities)	Solve exponential equations a^x=b using logarithms	4599
11197	Exponentials (equations and inequalities)	Solve multi step exponential equations using logarithms	5089
11197	Exponentials (equations and inequalities)	Solve exponential equations using logarithms and a calculator	5090
11197	Exponentials (equations and inequalities)	Solve exponential equations using logarithms - mixed set 4599, 5089, 5090	5091
11197	Exponentials (equations and inequalities)	Solve further exponential equations using logarithms	5092
11197	Exponentials (equations and inequalities)	Solve exponential equations with base e by equating parts	5093
11197	Exponentials (equations and inequalities)	Solve exponential equations with base e by using logarithms	5094
11197	Exponentials (equations and inequalities)	Solve one step exponential inequalities by equating parts	5095
11197	Exponentials (equations and inequalities)	Solve two step exponential inequalities by equating parts	5096
11197	Exponentials (equations and inequalities)	Solve three step exponential inequalities by equating parts	5097
11197	Exponentials (equations and inequalities)	Solve exponential inequalities by equating parts - mixed set 5095, 5096, 5097	2113
11197	Exponentials (equations and inequalities)	Solve further exponential inequalities	5098
11197	Exponentials (equations and inequalities)	Solve exponential inequalities with base e	5099
11198	Exponential functions (numeric base)	Simplifying Exponential Expressions	1492
11198	Exponential functions (numeric base)	Identify Characteristics of Exponential Functions	2111
11198	Exponential functions (numeric base)	Characteristics and Domain and Range of Exponential Functions	2112
11198	Exponential functions (numeric base)	Exponential growth (Investigation)	5100
11198	Exponential functions (numeric base)	Exponential decay (Investigation)	5101
11198	Exponential functions (numeric base)	Evaluate an exponential function using substitution	2110
11198	Exponential functions (numeric base)	Identify and describe characteristics of a^x and a^-x	3610
11198	Exponential functions (numeric base)	Graph exponentials a^x, a^-x	5102
11198	Exponential functions (numeric base)	Identify and graph exponential functions with vertical translations a^x + k, a^-x + k	5103
11198	Exponential functions (numeric base)	Identify and graph exponential functions with dilation A * a^x, A * a^-x	5104
11198	Exponential functions (numeric base)	Identify and graph exponential functions with horizontal translation a^(x-h), a^(-x-h)	5105
11198	Exponential functions (numeric base)	Transformations of Exponential Graphs (1 transform only)	3611
11198	Exponential functions (numeric base)	Identify and graph exponential functions with a single transformation - mixed set 5103, 5104, 5105	5106
11198	Exponential functions (numeric base)	Identify and graph exponential functions with horizontal dilation a^bx	9606
11198	Exponential functions (numeric base)	Identify and graph exponential functions with combination of transformations	1868
11198	Exponential functions (numeric base)	State domain and range of a^x and a^-x	5107
11198	Exponential functions (numeric base)	State domain and range of exponentials with base a, and transformations	5108
11198	Exponential functions (numeric base)	State domain and range of exponentials - mixed set 5107, 5108	5120
11198	Exponential functions (numeric base)	Graph exponentials	470
11198	Exponential functions (numeric base)	Solve exponential equations and inequalities by graphing an exponential function	5640
11198	Exponential functions (numeric base)	Find and use an exponential equation from a written context (positive base)	1754
11198	Exponential functions (numeric base)	Find and use an exponential equation from a graph (1 transformation)	5110
11198	Exponential functions (numeric base)	Find and use an exponential equation from data (1 transformation)	5111
11198	Exponential functions (numeric base)	Find and use an exponential equation (1 transformation) - mixed set 5110, 5111	1755
11198	Exponential functions (numeric base)	Find and use an exponential equation from a graph (multiple transformations)	5113
11198	Exponential functions (numeric base)	Find and use an exponential equation from data (multiple transformations)	5114
11198	Exponential functions (numeric base)	Find and use an exponential equation (multiple transformations) - mixed set 5110, 5111, 5113, 5114	5115
11198	Exponential functions (numeric base)	Solve contextual problems relating to exponential applications (a^x, a^-x)	3625
11198	Exponential functions (numeric base)	Solve contextual problems relating to exponential applications (1 transformation)	3612
11198	Exponential functions (numeric base)	Solve contextual problems relating to exponential applications (multiple transformations)	891
11198	Exponential functions (numeric base)	Solve contextual problems relating to exponential applications - mixed set 3625, 3612, 891	5116
11198	Exponential functions (numeric base)	Rewrite an exponential expression into a given form	1493
11198	Exponential functions (numeric base)	Use graphs of exponential functions to solve equations or inequalities	5646
11198	Exponential functions (numeric base)	Solve contextual problems relating to the exponential application of growth and decay P(1+r)^n	859
11198	Exponential functions (numeric base)	Solve contextual problems involving domain and range (multiple transformations)	5117
11198	Exponential functions (numeric base)	Compare an exponential and linear function	5118
11198	Exponential functions (numeric base)	Compare an exponential and quadratic function	5119
11198	Exponential functions (numeric base)	Compare exponentials with linear and quadratics - mixed set 5118, 5119	1753
11198	Exponential functions (numeric base)	Compare exponential models and answer relational questions	1494
11198	Exponential functions (numeric base)	Exponential Functions y=a^x Mixed Questions	3191
11198	Exponential functions (numeric base)	Further Exponentials	1206
11199	Exponential functions (base e)	Defining Euler's number (Investigation) LIVE	4593
11199	Exponential functions (base e)	Evaluate exponential expressions using a calculator e^x	5121
11199	Exponential functions (base e)	Evaluate an exponential function with base e using substitution	5122
11199	Exponential functions (base e)	Identify and describe characteristics of e^x and variations	4612
11199	Exponential functions (base e)	Graph exponentials e^x and variations	5123
11199	Exponential functions (base e)	Identify and graph exponential functions with vertical translations e^x + k (and variations)	4613
11199	Exponential functions (base e)	Identify and graph exponential functions with dilation A * e^x (and variations)	4614
